tau,R_X_empirica,R_X_teorica
-1.1103701233744583,-1.8948178133446953,-1.894798252079292
-1.1083694564854951,-1.9312779229116186,-1.9312629711222928
-1.1063687895965322,-1.9601110825095553,-1.960100795451949
-1.1043681227075692,-1.9812034249924277,-1.98119783946428
-1.1023674558186063,-1.994471653037497,-1.994470787248475
-1.1003667889296433,-1.9998633681009808,-1.999867221615993
-1.0983661220406802,-1.9973572773490502,-1.9973658311051805
-1.0963654551517172,-1.9869632777470159,-1.986976494143963
-1.0943647882627543,-1.9687224169746036,-1.9687402400382041
-1.0923641213737914,-1.9427067313216806,-1.9427290869398093
-1.0903634544848284,-1.9090189612046076,-1.909045757434481
-1.0883627875958652,-1.8677921454266901,-1.8678232728722681
-1.0863621207069023,-1.819189095785068,-1.8192244280430492
-1.0843614538179394,-1.7634017540989007,-1.7634411482714736
-1.0823607869289764,-1.7006504341980697,-1.7006937314703239
-1.0803601200400135,-1.6311829518659042,-1.6312299781455986
-1.0783594531510503,-1.5552736461719354,-1.5553242127890612
-1.0763587862620874,-1.4732222960596149,-1.473276200522906
-1.0743581193731244,-1.3853529364675667,-1.3854099632749155
-1.0723574524841615,-1.2920125786597254,-1.2920725001593512
-1.0703567855951985,-1.1935698398179881,-1.1936324171167914
-1.0683561187062354,-1.0904134873093612,-1.0904784712249194
-1.0663554518172724,-0.982950903376538,-0.9830180354290239
-1.0643547849283095,-0.8716064763151159,-0.8716754897549617
-1.0623541180393465,-0.7568199244909611,-0.7568905453584085
-1.0603534511503836,-0.6390445598164752,-0.6391165080287516
-1.0583527842614204,-0.5187454975435911,-0.5188184880052793
-1.0563521173724575,-0.3963978194433355,-0.3964715631757193
-1.0543514504834945,-0.2724846976258795,-0.2725589029106631
-1.0523507835945316,-0.14749548641043467,-0.14756985994332
-1.0503501167055687,-0.021923789780531475,-0.021998037830150176
-1.0483494498166055,0.10373448794336791,0.10366065837574517
-1.0463487829276426,0.22898310051569218,0.22890998054030254
-1.0443481160386796,0.3533274195279114,0.3532552972190756
-1.0423474491497167,0.4762763877815774,0.47620554704308415
-1.0403467822607537,0.5973444585580441,0.5972751780060085
-1.0383461153717906,0.7160535131263601,0.7159860649938206
-1.0363454484828276,0.8319347489167601,0.8318693979842579
-1.0343447815938647,0.9445305309030335,0.9444675334596262
-1.0323441147049017,1.05339619888234,1.0533358017208703
-1.0303434478159388,1.158101823515215,1.1580442629658425
-1.0283427809269756,1.258233904190854,1.2581794051967425
